학교명,도로명주소,위도,경도,법정동,행정동
서울대학교사범대학부설중학교,서울특별시 성북구 월곡로 36 (종암동),37.5958359,127.0390662,종암동,종암동
서울대학교사범대학부설여자중학교,"서울특별시 종로구 대학로 64 , 서울대학교사범대학부설여자중학교 (이화동)",37.5775997,127.0042955,이화동,이화동
개원중학교,"서울특별시 강남구 영동대로 101 , 개원중학교 (개포동,개원중학교)",37.49159053,127.0719003,개포동,개포2동
개포중학교,"서울특별시 강남구 선릉로 9 (개포동,개포중학교)",37.48044739,127.0624029,개포동,개포1동
경원중학교,"서울특별시 서초구 신반포로33길 39 (잠원동,경원중학교)",37.5115816,127.0090183,잠원동,반포3동
구룡중학교,"서울특별시 강남구 선릉로 103 (개포동,구룡중학교)",37.48621294,127.0565075,개포동,개포1동
압구정중학교,"서울특별시 강남구 압구정로 225 , 압구정중학교 (압구정동,압구정중학교)",37.53024224,127.0330027,압구정동,압구정동
단국대학교사범대학부속중학교,서울특별시 강남구 도곡로64길 21 (대치동),37.49561749,127.0577682,대치동,대치1동
대명중학교,"서울특별시 강남구 역삼로87길 26 (대치동, 대명중학교)",37.50631894,127.0607781,대치동,대치2동
대왕중학교,"서울특별시 강남구 광평로20길 7 (수서동, 대왕중학교)",37.48346033,127.0873381,수서동,일원본동
대청중학교,"서울특별시 강남구 양재천로 321 (대치동, 대청중학교)",37.49034855,127.0580335,대치동,대치1동
대치중학교,"서울특별시 강남구 남부순환로378길 39 (도곡동,대치중학교)",37.48457751,127.0470652,도곡동,도곡2동
도곡중학교,"서울특별시 강남구 언주로57길 31 (도곡동,도곡중학교)",37.49229373,127.0447856,도곡동,도곡1동
동덕여자중학교,"서울특별시 서초구 효령로2길 123-5 (방배동,동덕여자중고등학교)",37.47584606,126.9926158,방배동,방배3동
반포중학교,"서울특별시 서초구 신반포로 67 (반포동,반포중학교)",37.50305237,126.991604,반포동,반포본동
방배중학교,"서울특별시 서초구 동광로 144 (반포동,방배중학교)",37.49486827,126.997827,반포동,반포4동
봉은중학교,서울특별시 강남구 영동대로128길 59 (삼성동),37.51897667,127.0623894,삼성동,삼성1동
서문여자중학교,서울특별시 서초구 동광로12길 84 (방배동),37.48891973,126.9845458,방배동,방배4동
서운중학교,"서울특별시 서초구 서운로 115 (서초동,서운중학교)",37.49394851,127.0245382,서초동,서초2동
서일중학교,"서울특별시 서초구 서운로21길 2 (서초동,서일중학교)",37.49852986,127.0232207,서초동,서초4동
서초중학교,"서울특별시 서초구 반포대로13길 48 (서초동,서초중학교)",37.48546798,127.0092308,서초동,서초3동
세화여자중학교,"서울특별시 서초구 신반포로 56-7 , 세화여자중학교 (반포동,강당)",37.50199646,126.99423,반포동,반포본동
수서중학교,"서울특별시 강남구 광평로59길 57 (수서동,수서중학교)",37.49121758,127.1023555,수서동,수서동
숙명여자중학교,"서울특별시 강남구 남부순환로 2807 , 숙명여자중학교",37.49147536,127.0526126,도곡동,도곡2동
신구중학교,"서울특별시 강남구 압구정로36길 17 (신사동,신구중학교)",37.52744229,127.0316727,신사동,압구정동
신동중학교,"서울특별시 서초구 나루터로 27 , 신동중학교 (잠원동,신동중학교)",37.5169159,127.0129154,잠원동,잠원동
신반포중학교,"서울특별시 서초구 신반포로19길 26 , 신반포중학교 (반포동,신반포중학교)",37.50626532,126.9961242,반포동,반포2동
신사중학교,"서울특별시 강남구 압구정로 123 (압구정동,신사중학교)",37.52465157,127.0209188,압구정동,신사동
언남중학교,"서울특별시 서초구 동산로 55 (양재동,언남중학교)",37.47230262,127.0437571,양재동,양재2동
언북중학교,"서울특별시 강남구 도산대로38길 27 (논현동,언북중학교)",37.51941115,127.0334905,논현동,논현2동
언주중학교,"서울특별시 강남구 선릉로116길 57 , 언주중학교",37.51465316,127.0466832,삼성동,삼성2동
역삼중학교,"서울특별시 강남구 도곡로43길 10 (역삼동,역삼중학교)",37.49592949,127.0486129,역삼동,역삼2동
영동중학교,"서울특별시 서초구 성촌길 14 (우면동,영동중학교)",37.46598629,127.0251407,우면동,양재1동
원촌중학교,"서울특별시 서초구 사평대로45길 10 (반포동,원촌중학교)",37.5063251,127.0146997,반포동,반포1동
은성중학교,"서울특별시 강남구 남부순환로359길 36 (도곡동,은광여자고등학교)",37.48834845,127.0350215,도곡동,도곡1동
이수중학교,"서울특별시 서초구 방배중앙로3길 32 (방배동,이수중학교)",37.48063003,126.989859,방배동,방배2동
중동중학교,서울특별시 강남구 일원로8길 37 중동중학교,37.4885699,127.0786819,일원동,개포3동
진선여자중학교,"서울특별시 강남구 선릉로85길 27 (역삼동, 진선여자중학교)",37.50230289,127.0482866,역삼동,역삼2동
청담중학교,"서울특별시 강남구 압구정로61길 36 (청담동,청담중학교)",37.52865979,127.0448101,청담동,청담동
휘문중학교,서울특별시 강남구 역삼로 541 (대치동),37.50528945,127.0619939,대치동,대치2동
가락중학교,"서울특별시 송파구 송이로 45 (송파동,가락중학교)",37.50233971,127.1189713,송파동,송파2동
가원중학교,"서울특별시 송파구 중대로10길 40-18 (가락동,가원중학교)",37.49096833,127.1229789,가락동,가락본동
강일중학교,서울특별시 강동구 고덕로27길 12 (암사동414-17),37.55534535,127.1380086,암사동,암사3동
거원중학교,"서울특별시 송파구 양산로2길 30 (거여동,거원중학교)",37.48769648,127.1465426,거여동,거여2동
고덕중학교,서울특별시 강동구 동남로82길 94 (고덕동),37.56035843,127.1617619,고덕동,고덕2동
동북중학교,서울특별시 강동구 강동대로 305 (둔촌동),37.52024061,127.1394507,둔촌동,둔촌1동
동신중학교,"서울특별시 강동구 진황도로 72 (천호동, 동신중학교)",37.53676952,127.1343666,천호동,천호3동
둔촌중학교,서울특별시 강동구 진황도로61길 25-30 (둔촌동),37.53083609,127.1463317,둔촌동,둔촌2동
명일중학교,"서울특별시 강동구 양재대로156길 57 (고덕동,명일중학교)",37.55765635,127.1472985,고덕동,고덕1동
문정중학교,"서울특별시 송파구 문정로 73 (문정동, 문정중학교)",37.488392,127.1302863,문정동,문정1동
방산중학교,"서울특별시 송파구 오금로29길 31 (방이동, 방산중학교)",37.50934391,127.1215678,방이동,방이1동
방이중학교,"서울특별시 송파구 오금로11길 64 (방이동,방이중학교)",37.5149508,127.1133737,방이동,방이2동
배명중학교,"서울특별시 송파구 삼학사로 11 (삼전동,배명중고등학교)",37.4976895,127.0958118,삼전동,삼전동
배재중학교,"서울특별시 강동구 고덕로 227 (고덕동, 배재중학교)",37.55505598,127.1501605,고덕동,고덕1동
보성중학교,"서울특별시 송파구 양재대로 1278 (방이동,보성중고등학교)",37.52008989,127.1357293,방이동,오륜동
보인중학교,"서울특별시 송파구 오금로49길 18 (오금동, 보인중고등학교)",37.4975692,127.1395178,오금동,오금동
상일중학교,"서울특별시 강동구 천호대로219길 61 (상일동, 상일중학교)",37.54858748,127.1708235,상일동,상일1동
석촌중학교,서울특별시 송파구 송이로15길 13 (가락동),37.50145499,127.1211174,가락동,가락본동
성내중학교,"서울특별시 강동구 성안로7길 36 (성내동,성내중학교)",37.52906191,127.1291173,성내동,성내1동
성덕여자중학교,"서울특별시 강동구 구천면로 396 (천호동, 성덕여자중학교)",37.54985454,127.1415413,천호동,천호1동
세륜중학교,"서울특별시 송파구 양재대로72길 41 (오금동,세륜중학교)",37.50893314,127.1312464,오금동,오금동
송파중학교,"서울특별시 송파구 동남로 203 (가락동, 송파중학교)",37.49592462,127.1299324,가락동,가락2동
신명중학교,서울특별시 강동구 명일로24길 25 (길동),37.54181449,127.1492919,길동,길동
신암중학교,"서울특별시 강동구 고덕로 65 , 신암중학교 (암사동)",37.55636169,127.1336043,암사동,암사3동
신천중학교,"서울특별시 송파구 백제고분로 11 , 신천중학교 (잠실동)",37.51625001,127.0792834,잠실동,잠실2동
아주중학교,"서울특별시 송파구 올림픽로4길 69 , 아주중학교 (잠실동)",37.50520449,127.0762989,잠실동,잠실7동
영파여자중학교,서울특별시 송파구 올림픽로 565 (풍납동),37.53273715,127.1197402,풍납동,풍납2동
오금중학교,"서울특별시 송파구 오금로35길 20 (오금동,오금중학교)",37.5052111,127.1291121,오금동,오금동
오륜중학교,"서울특별시 송파구 양재대로 1242 (방이동,오륜중학교)",37.51629477,127.1385222,방이동,오륜동
오주중학교,"서울특별시 송파구 동남로 281 (오금동, 오주중학교)",37.50148425,127.1365065,오금동,오금동
잠실여자중학교,"서울특별시 송파구 송파대로38길 8 (송파동,잠실여자중학교)",37.50179413,127.1142413,송파동,송파2동
잠신중학교,"서울특별시 송파구 잠실로 12 , 잠신중학교 (잠실동)",37.51608175,127.0882432,잠실동,잠실2동
잠실중학교,서울특별시 송파구 올림픽로35길 130 (신천동),37.51734717,127.0997283,신천동,잠실6동
정신여자중학교,"서울특별시 송파구 올림픽로4길 16 , 정신여자중학교 (잠실동)",37.50945384,127.0738473,잠실동,잠실7동
천일중학교,"서울특별시 강동구 천중로 57 (천호동,천일중학교)",37.54584475,127.1281966,천호동,천호2동
천호중학교,서울특별시 강동구 상암로 153 (천호동),37.54651926,127.139698,천호동,천호1동
풍납중학교,서울특별시 송파구 올림픽로43길 20 (풍납동),37.52535051,127.1156283,풍납동,풍납2동
풍성중학교,"서울특별시 송파구 강동대로2길 27 (풍납동, 풍성중학교)",37.52527779,127.1131307,풍납동,풍납2동
한산중학교,서울특별시 강동구 풍성로 251 (둔촌동),37.52890274,127.1403034,둔촌동,둔촌2동
한영중학교,"서울특별시 강동구 동남로 832 , 한영중학교 (상일동)",37.54908447,127.1569276,상일동,상일1동
강신중학교,"서울특별시 양천구 남부순환로 604 (신월동,강신중학교)",37.51513716,126.8381601,신월동,신월6동
경서중학교,서울특별시 강서구 양천로59길 31 (가양동),37.56124186,126.857764,가양동,가양3동
공진중학교,"서울특별시 강서구 양천로55길 56 (가양동,공진중학교)",37.56692482,126.8510591,가양동,가양2동
공항중학교,"서울특별시 강서구 방화대로 241 (공항동,공항중학교)",37.56217456,126.814809,공항동,공항동
금옥중학교,"서울특별시 양천구 신정로 213 , 금옥중학교 (신정동)",37.51096532,126.8439717,신정동,신정3동
덕원중학교,"서울특별시 강서구 강서로45길 91-44 (내발산동,덕원중학교)",37.54862258,126.8290245,내발산동,발산1동
등명중학교,"서울특별시 강서구 공항대로39길 39 (등촌동,등명중학교)",37.56019335,126.8433041,등촌동,등촌3동
등원중학교,"서울특별시 강서구 화곡로65길 50 (등촌동,등원중학교)",37.55973402,126.8518154,등촌동,등촌3동
등촌중학교,"서울특별시 강서구 공항대로 484-12 (등촌동,등촌중학교)",37.55248221,126.8592148,등촌동,등촌2동
마포중학교,"서울특별시 강서구 화곡로 403 , 마포중학교 (전화 02-3663-2587)",37.56002771,126.8528649,등촌동,등촌3동
명덕여자중학교,서울특별시 강서구 강서로47길 34-10 (내발산동),37.55386948,126.8339773,내발산동,발산1동
목동중학교,"서울특별시 양천구 목동동로 172 (신정동,목동중학교)",37.5209572,126.8714434,신정동,신정2동
목일중학교,"서울특별시 양천구 목동동로8길 70 (신정동,목일중학교)",37.51350849,126.8742688,신정동,신정6동
방원중학교,"서울특별시 강서구 금낭화로 268 , 방원중학교 (방화동,방원중학교)",37.5757386,126.8082204,방화동,방화3동
방화중학교,서울특별시 강서구 개화동로27길 9 (방화동),37.56433471,126.8071069,방화동,방화2동
백석중학교,"서울특별시 강서구 등촌로51나길 35 (등촌동,백석중학교)",37.54829091,126.8589539,등촌동,등촌2동
봉영여자중학교,"서울특별시 양천구 목동동로2길 68 (신정동,봉영여자중학교)",37.50921598,126.8601984,신정동,신정7동
삼정중학교,"서울특별시 강서구 금낭화로 210 (방화동,삼정중학교)",37.58129504,126.8102955,방화동,방화3동
성재중학교,"서울특별시 강서구 허준로 36 (가양동,성재중학교)",37.56950205,126.8454044,가양동,가양1동
송정중학교,"서울특별시 강서구 남부순환로 121 (공항동,송정중학교)",37.55315807,126.8152435,공항동,공항동
신남중학교,"서울특별시 양천구 중앙로29길 109 (신월동,신남중학교)",37.52077389,126.8478262,신월동,신월2동
신목중학교,"서울특별시 양천구 목동중앙로 88 (목동,신목중학교)",37.53702399,126.8730725,목동,목5동
신서중학교,"서울특별시 양천구 중앙로 206 (신정동,신서중학교)",37.51596644,126.8550164,신정동,신정1동
신원중학교,"서울특별시 양천구 가로공원로55길 19 (신월동,신원중학교)",37.5370925,126.8248419,신월동,신월3동
신월중학교,"서울특별시 양천구 남부순환로29길 25 , 신월중학교 (신월동)",37.54046194,126.828389,신월동,신월5동
신정여자중학교,서울특별시 강서구 등촌로13아길 20 신정여자중학교,37.53841175,126.8571716,화곡동,화곡4동
신화중학교,"서울특별시 양천구 남부순환로29길 35 , 신화중학교 (신월동)",37.5406111,126.8296004,신월동,신월5동
양강중학교,서울특별시 양천구 중앙로 319 (신월동),37.52491016,126.8496203,신월동,신월2동
양동중학교,"서울특별시 양천구 목동중앙북로 49 (목동,양동중학교)",37.54836875,126.8687172,목동,목3동
양서중학교,"서울특별시 양천구 남부순환로 380 (신월동,양서중학교)",37.53267581,126.8289726,신월동,신월3동
양정중학교,"서울특별시 양천구 안양천로 1039 (목동, 양정고등학교)",37.53539226,126.8877343,목동,목5동
양천중학교,"서울특별시 양천구 지양로7길 32 (신월동,양천중학교)",37.51900116,126.8305508,신월동,신월7동
염창중학교,"서울특별시 강서구 양천로67가길 83 (염창동,염창중학교)",37.55426407,126.8717473,염창동,염창동
영도중학교,"서울특별시 양천구 목동중앙남로 27 , 영도중학교 (목동,강서고등학교)",37.53631557,126.8657711,목동,목4동
월촌중학교,"서울특별시 양천구 목동서로 31 (목동,서울월촌중학교)",37.53706518,126.8827588,목동,목5동
화곡중학교,"서울특별시 강서구 강서로45길 70 (내발산동,화곡중학교)",37.54841256,126.8326797,내발산동,발산1동
화원중학교,"서울특별시 강서구 강서로17나길 86 (화곡동,화원중학교)",37.53621409,126.8424135,화곡동,화곡1동
가산중학교,서울특별시 금천구 시흥대로115길 48 (독산동),37.46877706,126.8944749,독산동,독산1동
개봉중학교,서울특별시 구로구 고척로21나길 68 (개봉동),37.50352932,126.8423998,개봉동,개봉1동
개웅중학교,"서울특별시 구로구 개봉로11길 81 , 개웅중학교 (개봉동,개웅중학교)",37.4875269,126.8510711,개봉동,개봉3동
고척중학교,"서울특별시 구로구 중앙로3길 20 , 고척중학교 (고척동)",37.49974083,126.8613425,고척동,고척1동
구로중학교,서울특별시 구로구 구로중앙로 48 (구로동),37.49485972,126.8910999,구로동,구로4동
구일중학교,서울특별시 구로구 구일로 90-133 (구로동),37.49530091,126.8737702,구로동,구로1동
난곡중학교,서울특별시 금천구 문성로 67 (독산동),37.47804558,126.9107916,독산동,미성동
당산서중학교,"서울특별시 영등포구 당산로41길 12 (당산동5가,당산서중학교)",37.53248394,126.8988251,당산동5가,당산2동
당산중학교,서울특별시 영등포구 버드나루로 160 (당산동),37.53203308,126.907614,당산동,당산2동
대림중학교,"서울특별시 영등포구 시흥대로185길 6 (대림동,대림중학교)",37.49213862,126.906943,대림동,대림1동
대영중학교,"서울특별시 영등포구 도림로80가길 14 (신길동,대영중학교)",37.50343784,126.905208,신길동,신길5동
동일중학교,서울특별시 금천구 탑골로10길 45 (시흥동),37.45192067,126.915824,시흥동,시흥2동
문래중학교,"서울특별시 영등포구 선유서로13길 6 (문래동6가,문래중학교)",37.52036241,126.8846709,문래동6가,문래동
문성중학교,"서울특별시 금천구 독산로102길 78 , 문성중학교 (독산동)",37.4754682,126.9084938,독산동,독산3동
문일중학교,"서울특별시 금천구 시흥대로47길 45 , 문일중학교 (시흥동)",37.44891526,126.8987207,시흥동,시흥1동
세일중학교,서울특별시 금천구 시흥대로147길 34 (독산동),37.47459441,126.8953689,독산동,독산1동
시흥중학교,"서울특별시 금천구 시흥대로38길 60 , 시흥중학교 (시흥동)",37.44629507,126.9050823,시흥동,시흥3동
신도림중학교,"서울특별시 구로구 경인로63길 74 , 신도림중학교 (신도림동)",37.51074073,126.8848071,신도림동,신도림동
안천중학교,"서울특별시 금천구 한내로 69-44 (독산동,안천중학교)",37.45952426,126.8874988,독산동,독산1동
선유중학교,서울특별시 영등포구 선유로 213 (양평동3가),37.53328647,126.8943007,양평동3가,양평2동
양화중학교,"서울특별시 영등포구 당산로 56 (문래동3가,양화중학교)",37.51954792,126.8959408,문래동3가,문래동
여의도중학교,"서울특별시 영등포구 국제금융로7길 46 , 여의도중학교 (여의도동)",37.5239802,126.9357531,여의도동,여의동
영남중학교,"서울특별시 영등포구 대림로31나길 17 , 영남중학교 (대림동)",37.49787218,126.8958365,대림동,대림3동
영림중학교,"서울특별시 구로구 가마산로27길 17 , 영림중학교 (구로동)",37.49722811,126.8907179,구로동,구로5동
영서중학교,서울특별시 구로구 도림로20길 35 (구로동),37.48975239,126.8949101,구로동,구로3동
영원중학교,"서울특별시 영등포구 영등포로62길 31 (영등포동,영원중학교)",37.51497419,126.9136469,영등포동,영등포본동
오남중학교,서울특별시 구로구 오리로9길 25 (오류동),37.4870039,126.837171,오류동,오류2동
경인중학교,서울특별시 구로구 경인로 301 (개봉동),37.49846566,126.8536725,개봉동,개봉1동
오류중학교,서울특별시 구로구 고척로27바길 19 (고척동),37.50772919,126.846524,고척동,고척2동
우신중학교,"서울특별시 구로구 부일로 917 , 우신중학교 (궁동)",37.49490231,126.8263536,궁동,수궁동
윤중중학교,"서울특별시 영등포구 여의동로3길 3 , 윤중중학교 (여의도동)",37.51893021,126.9241232,여의도동,여의동
한울중학교,서울특별시 금천구 독산로50길 60 한울중학교,37.46240531,126.9071703,시흥동,시흥4동
경희여자중학교,서울특별시 동대문구 경희대로 26 (회기동),37.59394914,127.054891,회기동,회기동
경희중학교,"서울특별시 동대문구 경희대로 26 , 경희중학교 (회기동)",37.59394914,127.054891,회기동,회기동
대광중학교,서울특별시 동대문구 안암로 6 (신설동),37.57795494,127.0253282,신설동,신설동
동국대학교사범대학부속중학교,서울특별시 동대문구 장안벚꽃로 201 (장안동),37.57804718,127.075133,장안동,장안2동
동대문중학교,"서울특별시 동대문구 사가정로 59 , 동대문중학교 (전농동)",37.57452207,127.0519943,전농동,전농1동
동원중학교,"서울특별시 중랑구 양원역로 32 (망우동, 동원중학교)",37.60382264,127.1094981,망우동,망우본동
면목중학교,"서울특별시 중랑구 용마산로70길 37 , 면목중학교 (면목동)",37.58301146,127.0965893,면목동,면목3.8동
봉화중학교,"서울특별시 중랑구 망우로70길 89 (망우동,봉화중학교)",37.59582753,127.1043156,망우동,망우본동
상봉중학교,서울특별시 중랑구 상봉중앙로8나길 28 (상봉동),37.60152799,127.0901246,상봉동,상봉1동
성일중학교,서울특별시 동대문구 왕산로23길 55 (제기동),37.58185023,127.0338504,제기동,제기동
송곡중학교,서울특별시 중랑구 양원역로 67 (망우본동,37.60658063,127.1053779,망우동,망우본동
숭인중학교,"서울특별시 동대문구 천호대로47길 34 (답십리동, 숭인중학교)",37.57384826,127.0438965,답십리동,답십리1동
신현중학교,"서울특별시 중랑구 봉화산로 162 , 신현중학교 (상봉동)",37.60446458,127.0915328,상봉동,상봉1동
영란여자중학교,서울특별시 중랑구 망우로73길 56 (망우동),37.6031324,127.1053324,망우동,망우본동
용마중학교,"서울특별시 중랑구 면목로28길 18 , 용마중학교 (면목동)",37.57450911,127.0862674,면목동,면목4동
원묵중학교,"서울특별시 중랑구 신내로23길 57 , 원묵중학교 (묵동)",37.61784163,127.0845539,묵동,묵1동
장안중학교,"서울특별시 중랑구 동일로 780 , 장안중학교 (중화동)",37.6005073,127.0813765,중화동,중화1동
장평중학교,"서울특별시 동대문구 답십리로72길 158 , 장평중학교 (장안동)",37.56685961,127.0704776,장안동,장안1동
전농중학교,"서울특별시 동대문구 사가정로13길 71 (전농동,전농중학교)",37.58204428,127.0592794,전농동,전농2동
전동중학교,"서울특별시 동대문구 장안벚꽃로 291 (휘경동,전동중학교)",37.58619359,127.0709291,휘경동,휘경2동
전일중학교,"서울특별시 동대문구 사가정로13길 67 , 전일중학교 (전농동)",37.58250018,127.0583795,전농동,전농2동
정화여자중학교,"서울특별시 동대문구 홍릉로15길 50 , 정화여자중학교 (제기동)",37.58604864,127.0410703,제기동,제기동
중랑중학교,"서울특별시 중랑구 동일로140길 33 , 중랑중학교 (중화동)",37.6053543,127.0808017,중화동,중화1동
중화중학교,"서울특별시 중랑구 용마산로 364 (면목동,중화중학교)",37.58450379,127.0945608,면목동,면목3.8동
청량중학교,서울특별시 동대문구 왕산로 301 (청량리동),37.58821921,127.0506225,청량리동,청량리동
태릉중학교,서울특별시 중랑구 공릉로2길 60-25 (묵동),37.61253191,127.0834355,묵동,묵1동
혜원여자중학교,"서울특별시 중랑구 봉우재로58길 39 (망우동,혜원여자중고등학교)",37.59327987,127.0970427,망우동,망우3동
휘경여자중학교,"서울특별시 동대문구 한천로 247 , 휘경여자중학교 (휘경동)",37.58190052,127.0674341,휘경동,전농2동
휘경중학교,"서울특별시 동대문구 망우로18나길 20 (휘경동,휘경중학교)",37.58709299,127.0617461,휘경동,휘경2동
강남중학교,"서울특별시 동작구 대방동15길 29 (대방동, 강남중학교)",37.50276263,126.9233466,대방동,대방동
강현중학교,"서울특별시 동작구 상도로13라길 22 , 강현중학교 (상도동)",37.50311599,126.9307563,상도동,상도3동
관악중학교,"서울특별시 관악구 남부순환로237길 60 , 관악중학교 (봉천동)",37.48125828,126.9619123,봉천동,행운동
광신중학교,"서울특별시 관악구 광신길 141 , 광신중학교 (신림동)",37.4644762,126.9259406,신림동,삼성동
국사봉중학교,"서울특별시 동작구 양녕로20길 20 , 국사봉중학교 (상도동)",37.49353263,126.9440557,상도동,상도4동
난우중학교,"서울특별시 관악구 난곡로16길 32 , 난우중학교 (신림동)",37.46680396,126.9228283,신림동,난곡동
남강중학교,"서울특별시 관악구 난곡로34길 80 (신림동,남강중고등학교)",37.47137567,126.9249091,신림동,난곡동
남서울중학교,"서울특별시 관악구 남부순환로172길 97 , 남서울중학교 (신림동)",37.48213625,126.9210371,신림동,미성동
남성중학교,"서울특별시 동작구 남부순환로269길 166 (사당동,남성중학교)",37.47900822,126.9724141,사당동,사당4동
당곡중학교,"서울특별시 관악구 봉천로13길 101 , 당곡중학교 (봉천동)",37.49235863,126.9326787,봉천동,보라매동
대방중학교,"서울특별시 동작구 여의대방로10길 24 (신대방동, 대방중학교)",37.49543678,126.9130162,신대방동,신대방1동
동양중학교,"서울특별시 동작구 흑석로9길 94 , 동양중학교 (흑석동)",37.51022314,126.9574775,흑석동,노량진1동
동작중학교,서울특별시 동작구 동작대로39가길 83 (동작동),37.49546195,126.9778016,동작동,사당2동
문창중학교,서울특별시 동작구 여의대방로22나길 40 (신대방동),37.49586094,126.9224055,신대방동,신대방2동
미성중학교,서울특별시 관악구 문성로16길 40 (신림동),37.47538281,126.9120889,신림동,미성동
봉림중학교,서울특별시 관악구 장군봉길 72 (봉천동),37.48119817,126.9377027,봉천동,청룡동
봉원중학교,"서울특별시 관악구 관악로24가길 15 , 봉원중학교 (봉천동,봉원중학교)",37.48410274,126.9588909,봉천동,행운동
사당중학교,"서울특별시 동작구 사당로9가길 58 , 사당중학교 (사당동)",37.48776119,126.9685407,사당동,사당3동
상도중학교,"서울특별시 동작구 사당로2가길 72 , 상도중학교 (사당동)",37.4909219,126.9614756,사당동,사당5동
상현중학교,서울특별시 동작구 사당로2길 2-19 (상도동),37.49415578,126.9606077,상도동,상도1동
서울문영여자중학교,서울특별시 관악구 관악로 85 (봉천동),37.47290457,126.9509181,봉천동,청룡동
성남중학교,서울특별시 동작구 대방동길 74 (대방동),37.50528157,126.9266153,대방동,대방동
성보중학교,서울특별시 관악구 남부순환로156길 39 성보중학교 (신림동),37.48072837,126.9209573,신림동,미성동
신관중학교,"서울특별시 관악구 신림로48길 17-16 , (신림동 신관중학교)",37.48020125,126.9344522,신림동,서원동
삼성중학교,"서울특별시 관악구 신림로3가길 39-24 (신림동,삼성중학교)",37.4676059,126.9425132,신림동,대학동
신림중학교,"서울특별시 관악구 신림로 40 (신림동,신림중학교)",37.47032734,126.946004,신림동,서림동
영등포중학교,"서울특별시 동작구 등용로8길 5 , 영등포중학교 (대방동)",37.50808541,126.9331437,대방동,대방동
인헌중학교,"서울특별시 관악구 인헌9길 35 , 인헌중학교 (봉천동)",37.47268531,126.9688485,봉천동,인헌동
장승중학교,"서울특별시 동작구 장승배기로10가길 25 , 장승중학교 (상도동)",37.50314858,126.940834,상도동,상도2동
중앙대학교사범대학부속중학교,"서울특별시 동작구 서달로 124 , 중앙대학교사범대학부속중학교 (흑석동)",37.50362942,126.9617326,흑석동,흑석동
공릉중학교,"서울특별시 노원구 노원로1길 42 (공릉동,공릉중학교)",37.62213595,127.0835013,공릉동,공릉2동
광운중학교,"서울특별시 노원구 광운로1길 24 (월계동,광운중학교)",37.6192432,127.0565408,월계동,월계1동
노곡중학교,"서울특별시 도봉구 노해로70길 95 (창동,노곡중학교)",37.64880251,127.0537437,창동,창4동
노원중학교,"서울특별시 노원구 동일로213길 26 (상계동,노원중학교)",37.64936114,127.059692,상계동,상계6.7동
노일중학교,"서울특별시 노원구 동일로231길 24 , 노일중학교 (상계동)",37.67228886,127.0538897,상계동,상계1동
녹천중학교,서울특별시 노원구 월계로 376 (월계동),37.63107911,127.0617422,월계동,월계3동
도봉중학교,"서울특별시 도봉구 마들로 671 (도봉동,도봉중학교)",37.67088384,127.0458717,도봉동,도봉2동
방학중학교,"서울특별시 도봉구 시루봉로 188 , 방학중학교 (방학동)",37.66545122,127.030859,방학동,방학2동
백운중학교,서울특별시 도봉구 도봉로129길 50 (쌍문동),37.65628068,127.0356223,쌍문동,쌍문2동
북서울중학교,서울특별시 도봉구 도봉로169가길 33 (도봉동),37.68157042,127.0425735,도봉동,도봉1동
불암중학교,"서울특별시 노원구 한글비석로5길 45 , 불암중학교 (하계동)",37.64546974,127.0732172,하계동,하계1동
상경중학교,"서울특별시 노원구 동일로227길 61 (상계동, 상경중학교)",37.66714877,127.0537053,상계동,상계8동
상계제일중학교,"서울특별시 노원구 덕릉로86길 29-15 , 상계제일중학교 (중계동)",37.6610756,127.0780785,중계동,중계4동
상계중학교,"서울특별시 노원구 노원로 398 (상계동, 상계중학교)",37.6526541,127.0685525,상계동,상계2동
상명중학교,"서울특별시 노원구 덕릉로 553 , 상명중학교 (중계동)",37.64954079,127.0677013,중계동,중계2.3동
상원중학교,서울특별시 노원구 수락산로 182 (상계동),37.67172498,127.0597836,상계동,상계9동
선덕중학교,"서울특별시 도봉구 시루봉로 53 , 선덕중학교 (쌍문동)",37.65627502,127.0267031,쌍문동,쌍문4동
수락중학교,"서울특별시 노원구 동일로 1729 , 수락중학교 (상계동)",37.68314469,127.0548083,상계동,상계1동
신도봉중학교,서울특별시 도봉구 도봉로115길 16 (쌍문동),37.64959473,127.0332481,쌍문동,쌍문3동
신방학중학교,"서울특별시 도봉구 시루봉로 156 , 신방학중학교 (방학동)",37.66414043,127.028899,방학동,방학3동
신상중학교,"서울특별시 노원구 동일로216길 42 (상계동,신상중학교)",37.65190308,127.0639869,상계동,상계6.7동
신창중학교,"서울 노원구 월계로45길 92 (월계동,신창중학교)",37.6285588,127.0474776,월계동,월계2동
염광중학교,"서울특별시 노원구 월계로45가길 9 , 노원구 월계동 820 (월계동)",37.63028445,127.0492646,월계동,월계2동
온곡중학교,"서울특별시 노원구 노원로 492 (상계동,온곡중학교)",37.66058142,127.0643327,상계동,상계10동
월계중학교,서울특별시 노원구 월계로45가길 54 (월계동),37.63113114,127.0523203,월계동,월계2동
재현중학교,"서울특별시 노원구 덕릉로82길 64 (중계동,재현중/고등학교)",37.66129064,127.0807998,중계동,중계4동
정의여자중학교,"서울특별시 도봉구 노해로49길 69 , 정의여자중학교 (쌍문동)",37.65335584,127.0324273,쌍문동,쌍문4동
