학교명,도로명주소,위도,경도,법정동,행정동
서울용원초등학교,"서울특별시 노원구 섬밭로 144 , 용원초등학교 (공릉동, 서울용원초등학교)",37.62993015,127.0689367,공릉동,공릉1동
서울원광초등학교,"서울특별시 노원구 덕릉로76길 18 (중계동,원광초등학교)",37.65429085,127.0753043,중계동,중계1동
서울월계초등학교,"서울특별시 노원구 월계로45가길 10 (월계동,월계초등학교)",37.62795058,127.0508695,월계동,월계2동
서울월천초등학교,"서울특별시 도봉구 노해로70길 96 (창동,서울월천초등학교)",37.64791373,127.0514258,창동,창4동
서울을지초등학교,서울특별시 노원구 중계로 239 (중계동),37.65058742,127.0733504,중계동,중계1동
서울자운초등학교,"서울특별시 도봉구 마들로13길 166 , 서울자운초등학교 (창동)",37.65805568,127.0470176,창동,창4동
서울중계초등학교,"서울특별시 노원구 한글비석로19길 39 , 서울중계초등학교 (중계동)",37.65786223,127.0733483,중계동,중계4동
서울중원초등학교,서울특별시 노원구 섬밭로 316 (중계동),37.64396628,127.063052,중계동,중계2.3동
서울중평초등학교,"서울특별시 노원구 섬밭로 241 , 서울중평초등학교 (하계동)",37.63725088,127.0637316,하계동,하계2동
서울중현초등학교,"서울특별시 노원구 섬밭로 181 , 서울중현초등학교 (하계동,중현초등학교)",37.63225517,127.0660566,하계동,하계2동
서울창경초등학교,"서울특별시 도봉구 도봉로129길 54 (쌍문동,창경초등학교)",37.65660218,127.0346025,쌍문동,쌍문2동
서울창도초등학교,"서울특별시 도봉구 방학로 32-28 (방학동, 서울창도초등학교)",37.66413487,127.048784,방학동,방학1동
서울창동초등학교,서울특별시 도봉구 해등로16길 81 (창동),37.65536304,127.0448329,창동,창5동
서울창림초등학교,서울특별시 도봉구 덕릉로63길 46 (창동),37.64323708,127.0416041,창동,창2동
서울창원초등학교,"서울특별시 도봉구 해등로 103 (창동,서울창원초등학교)",37.65264409,127.0399799,창동,창5동
서울창일초등학교,"서울특별시 도봉구 노해로66길 84 , 창일초등학교 (창동)",37.64765764,127.0476263,창동,창1동
서울청계초등학교,"서울특별시 노원구 공릉로 431 , 서울청계초등학교 (중계동)",37.64498036,127.0658175,중계동,중계2.3동
서울초당초등학교,서울특별시 도봉구 해등로32길 11 (방학동),37.65862783,127.0219562,방학동,방학3동
서울태랑초등학교,"서울특별시 노원구 화랑로51나길 31 , 서울태랑초등학교 (공릉동)",37.62625086,127.0909151,공릉동,공릉2동
서울태릉초등학교,"서울특별시 노원구 노원로1길 36 , 서울태릉초등학교 (공릉동)",37.62287979,127.084782,공릉동,공릉2동
서울한천초등학교,서울특별시 노원구 마들로 45 서울한천초등학교 (월계동),37.62075017,127.0692581,월계동,월계3동
청원초등학교,"서울특별시 노원구 한글비석로 506 , (상계동,청원초/중/고등학교) (상계동)",37.66525155,127.0625329,상계동,상계9동
태강삼육초등학교,"서울특별시 노원구 화랑로 815 , 태강삼육초등학교 (공릉동)",37.64335737,127.1088503,공릉동,공릉2동
한신초등학교,"서울특별시 도봉구 노해로49길 69 (쌍문동,한신초등학교)",37.65335584,127.0324273,쌍문동,쌍문4동
화랑초등학교,"서울특별시 노원구 화랑로 621 (공릉동,화랑초등학교)",37.62738159,127.0916212,공릉동,공릉2동
경기초등학교,"서울특별시 서대문구 경기대로9길 10 (충정로2가,경기초등학교)",37.56511029,126.9628606,충정로2가,충현동
명지초등학교,서울특별시 서대문구 명지2길 32-20 (홍은동),37.58362994,126.9282315,홍은동,홍은2동
서울갈현초등학교,"서울특별시 은평구 연서로29길 31 , 갈현초등학교 (갈현동)",37.61977964,126.9166834,갈현동,갈현2동
서울고은초등학교,"서울특별시 서대문구 모래내로 441 (홍제동, 서울고은초등학교)",37.58500184,126.9439749,홍제동,홍제1동
서울공덕초등학교,"서울특별시 마포구 만리재옛길 13 (공덕동, 공덕초등학교)",37.54580335,126.9548231,공덕동,공덕동
서울구산초등학교,"서울특별시 은평구 서오릉로15길 16 (구산동, 구산초등학교)",37.61275096,126.9093765,구산동,구산동
서울금화초등학교,"서울특별시 서대문구 통일로 165 (천연동,서울금화초등학교)",37.56882755,126.9629414,천연동,천연동
서울녹번초등학교,"서울특별시 은평구 녹번로1길 1 (녹번동, 서울녹번초등학교)",37.60458339,126.9257463,녹번동,녹번동
서울대신초등학교,"서울특별시 서대문구 이화여대2길 27 (대현동, 서울대신초등학교)",37.55794755,126.9480572,대현동,신촌동
서울대은초등학교,"서울특별시 은평구 통일로69길 12-15 , 서울대은초등학교 (대조동)",37.6115729,126.927317,대조동,대조동
서울대조초등학교,서울특별시 은평구 연서로18길 17 (대조동),37.61357914,126.9193022,대조동,대조동
서울동교초등학교,"서울특별시 마포구 월드컵로25길 86 , 동교초등학교 (망원동)",37.55833769,126.9020783,망원동,망원2동
서울마포초등학교,"서울특별시 마포구 도화2길 64 , 서울 마포초등학교 (도화동)",37.53863763,126.9499738,도화동,도화동
서울망원초등학교,"서울특별시 마포구 방울내로5길 28 (망원동, 망원초등학교)",37.56104394,126.9011172,망원동,망원2동
서울미동초등학교,"서울특별시 서대문구 충정로 52 (미근동, 서울미동초등학교)",37.56335057,126.9658861,미근동,충현동
서울북가좌초등학교,"서울특별시 서대문구 거북골로19길 20 (북가좌동, 서울북가좌초등학교)",37.57722021,126.9077782,북가좌동,북가좌1동
서울북성초등학교,"서울특별시 서대문구 북아현로1나길 22 (북아현동, 북성초등학교)",37.55963212,126.9518349,북아현동,북아현동
서울북한산초등학교,"서울특별시 은평구 대서문길 42-3 , 서울북한산초등학교 (진관동)",37.65363208,126.9504624,진관동,진관동
서울불광초등학교,"서울특별시 은평구 불광로 51 , 서울불광초등학교 (불광동)",37.61342945,126.9307187,불광동,불광1동
서울상신초등학교,서울특별시 은평구 가좌로 361 (신사동),37.59755372,126.9046049,신사동,신사2동
서울상암초등학교,"서울특별시 마포구 월드컵북로 353 (상암동,상암초등학교)",37.57630958,126.89196,상암동,상암동
서울서강초등학교,"서울특별시 마포구 독막로 113 (상수동,서강초등학교)",37.54810508,126.9274309,상수동,서강동
서울서교초등학교,서울특별시 마포구 와우산로23길 20-27 (서교동),37.55488173,126.9243824,서교동,서교동
서울성산초등학교,"서울특별시 마포구 양화로3길 94 , 서울성산초등학교 (합정동)",37.55344533,126.9106697,합정동,합정동
서울성서초등학교,서울특별시 마포구 성미산로7길 24 (성산동),37.56101504,126.910759,성산동,성산1동
서울성원초등학교,서울특별시 마포구 월드컵로36길 34 (성산동),37.56693244,126.9050136,성산동,성산2동
서울소의초등학교,"서울특별시 마포구 마포대로24길 42 (아현동,소의초등학교)",37.55278186,126.9606556,아현동,공덕동
서울수색초등학교,서울특별시 은평구 수색로16길 21 (수색동),37.58517215,126.8960121,수색동,수색동
서울신도초등학교,"서울특별시 은평구 진관1로 77-23 , 서울신도초등학교 (진관동)",37.63293843,126.9291989,진관동,진관동
서울신북초등학교,"서울특별시 마포구 월드컵북로38길 26 , 서울신북초등학교 (중동)",37.57154596,126.904869,중동,성산2동
서울신사초등학교,"서울특별시 은평구 가좌로 275-2 , 서울신사초등학교 (신사동)",37.5929639,126.9132647,신사동,신사2동
서울신석초등학교,"서울특별시 마포구 대흥로 33 , 서울신석초등학교 (신수동)",37.54453573,126.9377795,신수동,신수동
서울아현초등학교,서울특별시 마포구 굴레방로 6 (아현동),37.55581599,126.9565961,아현동,아현동
서울안산초등학교,서울특별시 서대문구 통일로 321 (홍제동),37.57916901,126.9522097,홍제동,홍제1동
서울역촌초등학교,"서울특별시 은평구 은평로3길 25 , 서울역촌초등학교 (역촌동,서울역촌초등학교)",37.60158417,126.913928,역촌동,역촌동
서울연가초등학교,"서울특별시 서대문구 증가로12가길 49-50 , 연가초등학교 (남가좌동)",37.5795632,126.9173292,남가좌동,남가좌2동
서울연신초등학교,서울특별시 은평구 연서로 347 (불광동),37.62605996,126.9277513,불광동,불광2동
서울연은초등학교,"서울특별시 은평구 백련산로2길 35 , 서울연은초등학교 (응암동)",37.59051222,126.9251126,응암동,응암2동
서울연천초등학교,"서울특별시 은평구 연서로34길 22 , 연천초등학교 (불광동)",37.62134929,126.9299179,불광동,불광2동
서울연희초등학교,"서울 서대문구 연희로 136 , 서울연희초등학교 (연희동,서울연희초등학교)",37.56904593,126.9341423,연희동,연희동
서울염리초등학교,"서울특별시 마포구 토정로37길 37 , 서울염리초등학교 (염리동)",37.54257093,126.9462476,염리동,용강동
서울용강초등학교,서울특별시 마포구 백범로17길 9 (대흥동),37.54911243,126.9440585,대흥동,대흥동
서울은평초등학교,서울특별시 은평구 은평로 239 (녹번동),37.60230404,126.9340336,녹번동,녹번동
서울응암초등학교,"서울특별시 은평구 가좌로6길 20 , 서울응암초등학교 (응암동)",37.58875319,126.9216161,응암동,응암3동
서울인왕초등학교,"서울특별시 서대문구 세무서길 33-9 (홍제동,서울인왕초등학교)",37.59021988,126.9448045,홍제동,홍제3동
서울중동초등학교,서울특별시 마포구 월드컵북로 152 (성산동),37.56644584,126.9117804,성산동,성산2동
서울증산초등학교,서울특별시 은평구 증산서길 61 (증산동),37.58256527,126.9042764,증산동,증산동
서울창서초등학교,"서울특별시 서대문구 연세로5나길 30-3 (창천동, 서울창서초등학교)",37.55814305,126.9334809,창천동,신촌동
서울창천초등학교,"서울특별시 마포구 백범로1길 56 , 서울창천초등학교 (노고산동)",37.55491782,126.9392951,노고산동,대흥동
서울한서초등학교,"서울특별시 마포구 대흥로24바길 27 , 서울한서초 (염리동)",37.55364783,126.9497788,염리동,염리동
서울홍연초등학교,"서울특별시 서대문구 백련사길 55 , 서울홍연초등학교 (홍은동)",37.58211871,126.9306604,홍은동,홍은2동
서울홍은초등학교,"서울특별시 서대문구 세검정로 105 , 홍제동,서울홍은초등학교 (홍제동)",37.59754027,126.949458,홍제동,홍제3동
서울홍제초등학교,"서울특별시 서대문구 홍은중앙로 13 , 서울홍제초등학교 (홍은동)",37.59348091,126.9453365,홍은동,홍은1동
선일초등학교,"서울특별시 은평구 갈현로29길 27 , 선일초등학교 (갈현동)",37.62030421,126.9119931,갈현동,갈현2동
알로이시오초등학교,"서울특별시 은평구 백련산로14길 20-11 (응암동,서울특별시립소년의집)",37.5975586,126.9287419,응암동,응암1동
예일초등학교,"서울특별시 은평구 연서로 117 , 예일초등학교 (구산동)",37.6109459,126.9147928,구산동,구산동
은혜초등학교,"서울특별시 은평구 통일로78가길 20 (불광동,은혜초등학교)",37.61775859,126.9273984,불광동,불광1동
이화여자대학교사범대학부속초등학교,"서울특별시 서대문구 성산로 512-39 (대신동,이화여대부속초등학교)",37.56115022,126.9427751,대신동,신촌동
추계초등학교,"서울특별시 서대문구 북아현로11가길 7 (북아현동,추계초등학교)",37.56317672,126.9540593,북아현동,충현동
충암초등학교,서울특별시 은평구 가좌로5길 5 (응암동),37.58464029,126.9218095,응암동,응암3동
홍익대학교사범대학부속초등학교,서울특별시 마포구 성미산로 51 (성산동),37.55966516,126.9129287,성산동,성산1동
경복초등학교,"서울특별시 광진구 천호대로130길 58 , 경복초등학교 (능동)",37.54981386,127.0867934,능동,능동
서울경동초등학교,"서울특별시 성동구 성수일로 34 (성수동1가,경동초등학교)",37.54382548,127.0500737,성수동1가,성수1가1동
서울경수초등학교,"서울특별시 성동구 뚝섬로13길 22 (성수동2가,경수초등학교)",37.54043667,127.0580668,성수동2가,성수2가1동
서울경일초등학교,서울특별시 성동구 뚝섬로 332 (성수동1가),37.54094109,127.0466049,성수동1가,성수1가1동
서울광남초등학교,서울특별시 광진구 아차산로70길 35 (광장동),37.54096753,127.1007042,광장동,광장동
서울광장초등학교,"서울특별시 광진구 광장로1길 27 , 서울광장초등학교 (광장동)",37.54854922,127.1017999,광장동,광장동
서울구남초등학교,"서울특별시 광진구 구의강변로 69 , 서울구남초등학교 (구의동)",37.53709659,127.0922888,구의동,구의3동
서울구의초등학교,"서울특별시 광진구 광나루로30길 49 , 서울구의초등학교 (화양동)",37.54300744,127.0803118,화양동,화양동
서울금북초등학교,"서울특별시 성동구 행당로1길 13 , 서울금북초등학교 (금호동1가)",37.55749549,127.0235565,금호동1가,금호1가동
서울금옥초등학교,"서울특별시 성동구 독서당로 251 (금호동4가, 서울금옥초등학교)",37.54630237,127.0174916,금호동4가,금호4가동
서울금호초등학교,"서울특별시 성동구 무수막길 69 , 서울금호초등학교 (금호동2가)",37.55189794,127.0207529,금호동2가,금호2.3가동
서울동명초등학교,"서울특별시 성동구 마장로29길 29 , 서울동명초등학교 (마장동)",37.56812303,127.0351082,마장동,마장동
서울동의초등학교,"서울특별시 광진구 영화사로 111 (구의동,서울동의초등학교)",37.55342244,127.0990473,구의동,구의2동
서울동자초등학교,서울특별시 광진구 뚝섬로 561 (자양동),37.53505821,127.0721792,자양동,자양3동
서울무학초등학교,"서울특별시 성동구 무학봉15길 21 , 서울무학초등학교 (하왕십리동)",37.56326122,127.0296781,하왕십리동,왕십리2동
서울사근초등학교,"서울특별시 성동구 사근동11길 16 (사근동, 사근초등학교)",37.56267512,127.0475602,사근동,사근동
서울성수초등학교,서울특별시 성동구 아차산로17길 21 (성수동2가),37.54433788,127.0628861,성수동2가,성수2가3동
서울성자초등학교,"서울특별시 광진구 뚝섬로56길 7 , 서울성자초등학교 (자양동)",37.53149357,127.0834083,자양동,자양2동
서울신양초등학교,"서울특별시 광진구 능동로 42 , 신양초등학교 (자양동)",37.53468209,127.0699953,자양동,자양3동
서울신자초등학교,"서울특별시 광진구 뚝섬로46길 64 , 서울신자초등학교 (자양동)",37.53024545,127.0755876,자양동,자양2동
서울양남초등학교,"서울특별시 광진구 뚝섬로64길 71 , (자양동, 서울양남초등학교)",37.53112324,127.0892343,자양동,자양2동
서울옥수초등학교,"서울특별시 성동구 금호로1길 25 , 옥수초등학교 (금호동4가)",37.54552939,127.0218696,금호동4가,금호4가동
서울옥정초등학교,"서울특별시 성동구 한림말길 43 (옥수동,옥정초등학교)",37.54230974,127.0157855,옥수동,옥수동
서울용곡초등학교,"서울특별시 광진구 용마산로22길 82 , 서울용곡초등학교 (중곡동)",37.56710862,127.088453,중곡동,중곡4동
서울용답초등학교,"서울특별시 성동구 용답25길 1 , 서울용답초등학교",37.56074837,127.0537862,용답동,용답동
서울용마초등학교,서울특별시 광진구 천호대로113길 10 (중곡동),37.55782735,127.0835274,중곡동,중곡2동
서울응봉초등학교,"서울특별시 성동구 독서당로62길 28 (응봉동, 응봉초등학교)",37.55025339,127.0338297,응봉동,응봉동
서울자양초등학교,서울특별시 광진구 아차산로44길 26 (자양동),37.53683789,127.0801077,자양동,자양1동
서울장안초등학교,서울특별시 광진구 군자로 74 (군자동),37.54987645,127.0724025,군자동,군자동
서울중광초등학교,"서울특별시 광진구 긴고랑로13길 59 (중곡동,중광초등학교)",37.56517298,127.0825123,중곡동,중곡3동
서울중마초등학교,서울특별시 광진구 동일로72길 43 (중곡동),37.56611507,127.0800237,중곡동,중곡3동
서울행당초등학교,"서울특별시 성동구 고산자로8길 6 , 서울행당초등학교 (행당동)",37.55701913,127.0348734,행당동,행당1동
서울화양초등학교,서울특별시 광진구 군자로 9 (화양동),37.54422859,127.0715827,화양동,화양동
성동초등학교,서울특별시 광진구 자양로4길 63 (자양동),37.53328137,127.089281,자양동,자양2동
세종초등학교,"서울특별시 광진구 군자로 114 , 세종초등학교 (군자동)",37.5530111,127.0728646,군자동,군자동
한양초등학교,"서울특별시 성동구 살곶이길 208 , 한양초등학교 (사근동)",37.55762103,127.0502634,사근동,사근동
광운초등학교,"서울특별시 성북구 한천로 694 , 광운초등학교 (장위동, 광운초등학교)",37.61897514,127.055244,장위동,장위3동
대광초등학교,"서울특별시 성북구 안암로 5 (보문동7가,대광초등학교)",37.57915104,127.0234459,보문동7가,보문동
매원초등학교,서울특별시 성북구 북악산로 870 (돈암동),37.59767414,127.0191875,돈암동,돈암1동
서울개운초등학교,"서울특별시 성북구 정릉로48길 52 (돈암동,서울개운초등학교)",37.60181095,127.0274045,돈암동,돈암1동
서울길음초등학교,"서울특별시 성북구 길음로 142 (길음동,서울길음초등학교)",37.61360492,127.016752,길음동,길음1동
서울돈암초등학교,"서울특별시 성북구 동소문로13길 38 (동소문동6가,서울돈암초등학교)",37.59372621,127.0130043,동소문동6가,동선동
서울동신초등학교,"서울특별시 성북구 보문사길 50 (보문동3가,서울동신초등학교)",37.58328787,127.017058,보문동3가,보문동
서울미아초등학교,"서울특별시 성북구 삼양로 77 (길음동, 서울미아초등학교)",37.6105849,127.021658,길음동,길음1동
서울미양초등학교,"서울특별시 강북구 솔샘로 195 (미아동,미양초등학교)",37.62153242,127.0141334,미아동,삼양동
서울번동초등학교,"서울특별시 강북구 오현로 204 (번동,번동초등학교)",37.62902386,127.0400394,번동,번3동
서울삼각산초등학교,"서울특별시 강북구 삼양로19길 141 (미아동,삼각산초등학교)",37.61604124,127.0143427,미아동,삼각산동
서울삼선초등학교,"서울특별시 성북구 보문로29길 106 (삼선동3가,서울삼선초등학교)",37.58714152,127.0126718,삼선동3가,삼선동
서울삼양초등학교,"서울특별시 강북구 삼양로49길 17 (미아동,삼양초등학교)",37.62329558,127.0161491,미아동,삼양동
서울석관초등학교,"서울특별시 성북구 돌곶이로22길 21 , 서울석관초등학교 (석관동,서울석관초등학교)",37.61099972,127.0583328,석관동,석관동
서울성북초등학교,"서울특별시 성북구 성북로 102-10 (성북동,서울성북초등학교)",37.59405389,126.9987754,성북동,성북동
서울송중초등학교,"서울특별시 강북구 오현로 9 (미아동,송중초등학교)",37.61746908,127.0319965,미아동,송중동
서울송천초등학교,"서울특별시 강북구 삼양로20길 29 (미아동,서울송천초등학교)",37.6149052,127.0237354,미아동,송천동
서울수송초등학교,서울특별시 강북구 한천로124길 14 (번동),37.63731441,127.0329178,번동,번1동
서울수유초등학교,"서울특별시 강북구 삼양로74길 39 , 수유초등학교",37.63124966,127.0202924,수유동,수유1동
서울숭곡초등학교,"서울특별시 성북구 종암로40길 30 (하월곡동,서울숭곡초등학교)",37.6086454,127.0327434,하월곡동,월곡1동
서울숭덕초등학교,"서울특별시 성북구 정릉로 279 (정릉동,서울숭덕초등학교)",37.60382548,127.0132924,정릉동,정릉2동
서울숭례초등학교,"서울특별시 성북구 종암로5길 14 (종암동,서울숭례초등학교)",37.59452038,127.0352965,종암동,종암동
서울숭인초등학교,"서울특별시 성북구 오패산로16길 37 (하월곡동,서울숭인초등학교)",37.60909779,127.0381465,하월곡동,월곡1동
서울안암초등학교,"서울특별시 성북구 고려대로7가길 39 (안암동2가, 서울안암초등학교)",37.5871587,127.0220989,안암동2가,안암동
서울오현초등학교,"서울특별시 강북구 월계로 221 (번동,오현초등학교)",37.62320284,127.0462259,번동,번3동
서울우이초등학교,"서울특별시 강북구 삼양로99길 36 (수유동,서울우이초등학교)",37.63860583,127.0142405,수유동,인수동
서울월곡초등학교,"서울특별시 성북구 장월로3길 42 (장위동,서울월곡초등학교)",37.61002387,127.0460832,장위동,장위2동
서울유현초등학교,서울특별시 강북구 인수봉로37길 24 ,37.63228645,127.0113271,수유동,수유1동
서울인수초등학교,"서울특별시 강북구 인수봉로 269 (수유동,서울인수초등학교)",37.64305053,127.0091358,수유동,인수동
서울일신초등학교,"서울특별시 성북구 월곡로 74 (종암동,서울일신초등학교)",37.59898195,127.0402198,종암동,종암동
서울장곡초등학교,"서울특별시 성북구 장월로23길 16 (장위동,서울장곡초등학교)",37.61686002,127.0481512,장위동,장위1동
서울장위초등학교,"서울특별시 성북구 장월로8가길 41 (장위동,서울장위초등학교)",37.61144143,127.050006,장위동,장위2동
서울정덕초등학교,"서울특별시 성북구 아리랑로 63 (동소문동7가,서울정덕초등학교)",37.59823995,127.0134213,동소문동7가,동선동
서울정릉초등학교,"서울특별시 성북구 솔샘로25가길 8 (정릉동,서울정릉초등학교)",37.61979153,127.0055327,정릉동,정릉4동
서울정수초등학교,"서울특별시 성북구 정릉로24길 58 (정릉동,서울정수초등학교)",37.60377489,127.0077189,정릉동,정릉2동
서울청덕초등학교,"서울특별시 성북구 정릉로9라길 11 (정릉동,서울청덕초등학교)",37.61203289,127.0003334,정릉동,정릉3동
서울화계초등학교,서울특별시 강북구 솔매로50가길 25 (미아동),37.62388498,127.0297162,미아동,송중동
성신초등학교,"서울특별시 성북구 북악산로 918 (돈암동,성신초등학교)",37.59462268,127.0231286,돈암동,동선동
영훈초등학교,"서울특별시 강북구 도봉로13가길 19 (미아동,학교법인영훈학원)",37.61468187,127.0280933,미아동,송천동
우촌초등학교,"서울특별시 성북구 성북로4길 52-1 (돈암동,우촌초등학교)",37.59564089,127.0114006,돈암동,돈암2동
계성초등학교,"서울특별시 서초구 신반포로19길 23 , 계성초등학교 (반포동)",37.50493572,126.9966544,반포동,반포2동
동산초등학교,"서울특별시 중구 매봉18길 109 , 동산초등학교 (신당동)",37.55620463,127.0167254,신당동,청구동
리라초등학교,서울특별시 중구 소파로2길 7 (예장동),37.5578197,126.9879807,예장동,필동
상명대학교사범대학부속초등학교,"서울특별시 종로구 홍지문2길 1 (홍지동, 상명초등학교)",37.60074851,126.9564255,홍지동,부암동
서울광희초등학교,"서울특별시 중구 다산로 269 (신당동,광희초등학교)",37.56729928,127.0156879,신당동,신당동
서울교동초등학교,서울특별시 종로구 삼일대로 446 (경운동),37.57499368,126.988076,경운동,종로1.2.3.4가동
서울금양초등학교,"서울특별시 용산구 효창원로 137 , 서울금양초등학교 (효창동)",37.54094231,126.9618319,효창동,효창동
서울남산초등학교,"서울특별시 중구 퇴계로22길 17 (남산동2가, 서울남산초등학교)",37.55978374,126.9867767,남산동2가,명동
서울남정초등학교,"서울특별시 용산구 원효로64길 17-10 , 서울남정초등학교 (원효로2가)",37.53584547,126.9645032,원효로2가,원효로1동
서울덕수초등학교,"서울특별시 중구 덕수궁길 140 , 서울덕수초등학교 (정동)",37.56908888,126.9746579,정동,소공동
서울독립문초등학교,서울특별시 종로구 통일로12길 23 (무악동),37.5740826,126.9601488,무악동,무악동
서울매동초등학교,"서울특별시 종로구 사직로9길 19 , 서울매동초등학교 (필운동)",37.57753914,126.966717,필운동,사직동
서울명신초등학교,서울특별시 종로구 낙산길 250 (창신동),37.58136063,127.0137245,창신동,창신3동
서울보광초등학교,"서울특별시 용산구 우사단로 20 (이태원동,보광초등학교)",37.53254047,126.9963911,이태원동,이태원1동
서울봉래초등학교,서울특별시 중구 손기정로 73 (만리동2가),37.55641234,126.9652506,만리동2가,중림동
서울삼광초등학교,"서울특별시 용산구 두텁바위로1나길 19 , 서울삼광초등학교 (후암동)",37.54775231,126.9765943,후암동,후암동
서울서빙고초등학교,"서울특별시 용산구 서빙고로51길 14 , 서울서빙고초등학교 (서빙고동)",37.52206892,126.9923004,서빙고동,서빙고동
서울세검정초등학교,"서울특별시 종로구 세검정로9길 1 (신영동,서울세검정초등학교)",37.6034986,126.9610731,신영동,부암동
서울숭신초등학교,서울특별시 성동구 마장로 161 (하왕십리동),37.56768831,127.0280051,하왕십리동,왕십리도선동
서울신용산초등학교,서울 용산구 이촌로 255,37.52062959,126.9753663,이촌동,이촌1동
서울용산초등학교,"서울 용산구 한강대로57길 33 (한강로2가,용산초등학교)",37.53561344,126.9725506,한강로2가,한강로동
서울용암초등학교,"서울특별시 용산구 녹사평대로60길 39 (용산동2가, 용암초등학교)",37.5453029,126.9894348,용산동2가,용산2가동
서울원효초등학교,"서울특별시 용산구 효창원로13길 38 , 서울원효초등학교 (산천동,원효초등학교)",37.53616126,126.9515453,산천동,원효로2동
서울이태원초등학교,"서울특별시 용산구 녹사평대로40길 19 (이태원동,이태원초등학교)",37.53647771,126.9876727,이태원동,이태원2동
서울장충초등학교,"서울특별시 중구 청구로17길 40 , 서울장충초등학교 (신당동)",37.55997122,127.0117048,신당동,다산동
서울재동초등학교,"서울특별시 종로구 북촌로4길 7 , 서울재동초등학교 (가회동)",37.57994157,126.9855017,가회동,가회동
서울창신초등학교,서울특별시 종로구 지봉로 73 서울창신초등학교 (창신동),37.57621147,127.0142937,창신동,창신1동
서울청구초등학교,"서울특별시 중구 다산로 170 (신당동,청구초등학교)",37.55911668,127.0137244,신당동,청구동
서울청운초등학교,"서울특별시 종로구 자하문로 105 , 청운초등학교 (청운동)",37.58580573,126.9692947,청운동,청운효자동
서울청파초등학교,"서울특별시 용산구 효창원로 228 , 서울청파초등학교 (청파동2가)",37.5473049,126.9635439,청파동2가,청파동
서울충무초등학교,"서울 중구 퇴계로50길 13 (장충동2가,충무초등학교)",37.56194948,127.0012351,장충동2가,장충동
서울한강초등학교,"서울특별시 용산구 한강대로14길 9 , 서울한강초등학교 (한강로3가)",37.52522617,126.9650994,한강로3가,한강로동
서울한남초등학교,"서울특별시 용산구 한남대로 112 , 서울한남초등학교 (한남동)",37.53920365,127.0055998,한남동,한남동
서울혜화초등학교,"서울특별시 종로구 혜화로 32 , 서울혜화초등학교 (혜화동)",37.58917277,126.999928,혜화동,혜화동
서울효제초등학교,"서울특별시 종로구 대학로 12 , 서울효제초등학교 (효제동)",37.57271796,127.0035154,효제동,종로5.6가동
서울후암초등학교,"서울특별시 용산구 두텁바위로 140 , 서울후암초등학교 (후암동)",37.55136541,126.9817243,후암동,후암동
서울흥인초등학교,"서울특별시 중구 청구로6길 11 (신당동,흥인초등학교)",37.56093749,127.0146162,신당동,동화동
숭의초등학교,"서울특별시 중구 소파로2길 10 , 숭의초등학교 (예장동)",37.55785307,126.9874816,예장동,필동
신광초등학교,"서울특별시 용산구 청파로 263 , 신광초등학교 청파동 3가 100 (청파동3가)",37.54289988,126.9694475,청파동3가,청파동
운현초등학교,"서울특별시 종로구 삼일대로 460 (운니동,운현초등학교)",37.57666729,126.9881986,운니동,종로1.2.3.4가동
서울신기초등학교,"서울특별시 양천구 신정로 292 (신정동,서울신기초등학교)",37.51131231,126.854213,신정동,신정3동
서울금동초등학교,"서울특별시 금천구 금하로30길 53 , 서울금동초등학교 (시흥동)",37.44776578,126.9163964,시흥동,시흥2동
서울덕암초등학교,"서울특별시 노원구 덕릉로112길 68 , 서울덕암초등학교 (상계동)",37.66663372,127.0817151,상계동,상계3.4동
서울봉현초등학교,"서울특별시 관악구 성현로 117 (봉천동,서울봉현초등학교)",37.49120221,126.9553472,봉천동,성현동
서울광진초등학교,"서울특별시 광진구 자양로40길 41 , 서울광진초등학교 (구의동)",37.54761146,127.0913325,구의동,구의2동
서울연광초등학교,"서울특별시 은평구 연서로35길 37 , 서울연광초등학교 (불광동)",37.62364876,126.923909,불광동,불광2동
서울고원초등학교,"서울특별시 구로구 경인로46길 13 (고척동, 서울고원초등학교)",37.49764543,126.8657713,고척동,고척1동
서울가인초등학교,"서울특별시 도봉구 도봉로136다길 4 (창동,가인초등학교)",37.6594678,127.0429509,창동,창5동
서울묵현초등학교,"서울특별시 중랑구 동일로157길 75 , 묵현초등학교",37.60904476,127.0739287,묵동,묵2동
서울양진초등학교,"서울특별시 광진구 워커힐로 32 (광장동,양진초중학교)",37.54497821,127.0987143,광장동,광장동
서울마장초등학교,"서울특별시 성동구 마장로35나길 31 , 서울마장초등학교 (마장동)",37.56833887,127.0416051,마장동,마장동
서울서신초등학교,서울특별시 은평구 은평터널로 150 (신사동),37.59229405,126.9073823,신사동,신사2동
서울석계초등학교,서울특별시 성북구 한천로58길 273 (석관동),37.60894387,127.0697496,석관동,석관동
서울보라매초등학교,"서울특별시 동작구 여의대방로16길 30 , 서울보라매초등학교 (신대방동)",37.49585189,126.9161445,신대방동,신대방2동
서울염경초등학교,"서울특별시 강서구 양천로69길 49 (염창동,서울염경초등학교)",37.55500067,126.8712046,염창동,염창동
서울영문초등학교,"서울특별시 영등포구 문래로 56 , 서울영문초등학교 (문래동6가)",37.51980741,126.8875891,문래동6가,문래동
서울조원초등학교,서울특별시 관악구 조원로 67 (신림동),37.48412777,126.9095056,신림동,조원동
